submission_id,question,startDate,experiment_id,listening_foreign,optionRight,writing_native,id,listening_time,reading_native,speaking_time,button_under,reading_time,type,reading_foreign,endTime,optionLeft,foreign_language,age,response,comments,education,QUD,listening_native,speaking_native,RT,speaking_foreign,native_language,language,gender,trial_number,startTime,timeSpent,foreign_dominance,learning_time,writing_foreign,trial_name
436,"<b>Bild</b>: Eines Balls, der auf und ab hüpft",Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,0,2,6,1,Ich verstehe den Satz nicht nicht.,3,visual,5,1562673243157,keine Vorstellung,English,23,7,,Abitur,"Stellen Sie sich das folgende <b>Bild</b> vor und betrachten Sie sorgfältig die entstehende <b>visuelle Vorstellung</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,6,8126,5,German,German,weiblich,1,1562672587733,10.923733333333333,no,6,6,ratingScaleTrial_ger
436,<b>Klang / Geräusch</b> von: Auf die Straße fallender Regen,Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,1,2,6,1,Ich verstehe den Satz nicht nicht.,3,auditory,5,1562673243157,keine Vorstellung,English,23,3,,Abitur,"Stellen Sie sich den folgenden <b>Klang</b> bzw. das folgende <b>Geräusch</b> vor und betrachten Sie sorgfältig die entstehende <b>auditive Vorstellung</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,6,8006,5,German,German,weiblich,2,1562672587733,10.923733333333333,no,6,6,ratingScaleTrial_ger
436,"<b>Gefühl</b>: das Sie hatten, wenn die Schulklingel läutete",Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,6,2,6,1,Ich verstehe den Satz nicht nicht.,3,organic,5,1562673243157,keine Vorstellung,English,23,4,,Abitur,"Stellen Sie sich das folgende <b>Gefühl</b> vor und begutachten Sie genau die <b>Vorstellung, welche in Ihre Gedanken dazu entsteht</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,6,11098,5,German,German,weiblich,3,1562672587733,10.923733333333333,no,6,6,ratingScaleTrial_ger
436,<b>Geschmack</b> von: Erdbeeren,Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,4,2,6,1,Ich verstehe den Satz nicht nicht.,3,gustatory,5,1562673243157,keine Vorstellung,English,23,2,,Abitur,"Stellen Sie sich den folgenden <b>Geschmack</b> vor und betrachten Sie sorgfältig die entstehende <b>geschmackliche Vorstellung</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,6,9045,5,German,German,weiblich,4,1562672587733,10.923733333333333,no,6,6,ratingScaleTrial_ger
436,<b>Geruch</b> von: frisch gebrühtem Kaffee,Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,5,2,6,1,Ich verstehe den Satz nicht nicht.,3,olfactory,5,1562673243157,keine Vorstellung,English,23,7,,Abitur,"Stellen Sie sich den folgenden <b>Geruch</b> vor und betrachten Sie sorgfältig die entstehende <b>Geruchsvorstellung</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,6,2517,5,German,German,weiblich,5,1562672587733,10.923733333333333,no,6,6,ratingScaleTrial_ger
436,<b>Gefühl</b>: Das Kitzeln einer Fliege auf der Haut,Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,2,2,6,1,Ich verstehe den Satz nicht nicht.,3,tactile,5,1562673243157,keine Vorstellung,English,23,6,,Abitur,"Stellen Sie sich das <b>Gefühl</b> oder die <b>Berührung</b> des Folgenden vor und betrachten Sie sorgfältig die entstehende <b>taktile (fühlbare) Vorstellung</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,6,5728,5,German,German,weiblich,6,1562672587733,10.923733333333333,no,6,6,ratingScaleTrial_ger
436,<b>Bewegung</b>: Das Hinsetzen auf einen Stuhl,Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,3,2,6,1,Ich verstehe den Satz nicht nicht.,3,motor,5,1562673243157,keine Vorstellung,English,23,6,,Abitur,"Stellen Sie sich vor, das Folgende <b>zu tun</b> und betrachten Sie sorgfältig die entstehende Vorstellung, wie sich Ihre <b>Körperteile bewegen und anfühlen</b>, um das Beschriebene <b>auszuführen</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,6,5972,5,German,German,weiblich,7,1562672587733,10.923733333333333,no,6,6,ratingScaleTrial_ger
436,"<b>Bild</b> von seinen/ihren: Charakteristischen Haltungen von Kopf, Körper, etc.",Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,8,2,6,1,Ich verstehe den Satz nicht nicht.,3,visual,5,1562673243157,keine Vorstellung,English,23,5,,Abitur,"Denken Sie an eine*n Verwandte*n oder eine*n Freund*in, den/die Sie regelmäßig <b>sehen</b>, und betrachten Sie sorgfältig die entstehende <b>visuelle Vorstellung</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,6,18559,5,German,German,weiblich,1,1562672587733,10.923733333333333,no,6,6,ratingScaleTask
436,<b>Gefühl</b>: Eines schmerzend trockenen Halses,Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,39,2,6,1,Ich verstehe den Satz nicht nicht.,3,organic,5,1562673243157,keine Vorstellung,English,23,5,,Abitur,"Stellen Sie sich das folgende <b>Gefühl</b> vor und begutachten Sie die genaue <b>Impression dieses Gefühles</b>, welches in Ihre Gedanken dazu kommt.<br />Bewerten Sie, wie lebhaft Sie sich das Folgende vorstellen können:",5,6,18900,5,German,German,weiblich,2,1562672587733,10.923733333333333,no,6,6,ratingScaleTask
436,"<b>Bild</b> von: Seinem/Ihrem Gang, wie er/sie läuft, wie lang seine/ihre Schritte sind, etc.",Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,9,2,6,1,Ich verstehe den Satz nicht nicht.,3,visual,5,1562673243157,keine Vorstellung,English,23,5,,Abitur,"Denken Sie an eine*n Verwandte*n oder eine*n Freund*in, den/die Sie regelmäßig <b>sehen</b>, und betrachten Sie sorgfältig die entstehende <b>visuelle Vorstellung</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,6,18295,5,German,German,weiblich,3,1562672587733,10.923733333333333,no,6,6,ratingScaleTask
436,<b>Klang</b>: des Klatschens von Händen beim Applaudieren,Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,16,2,6,1,Ich verstehe den Satz nicht nicht.,3,auditory,5,1562673243157,keine Vorstellung,English,23,6,,Abitur,"Stellen Sie sich den folgenden <b>Klang</b> vor und betrachten Sie sorgfältig die entstehende <b>auditive Impression</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,6,9911,5,German,German,weiblich,4,1562672587733,10.923733333333333,no,6,6,ratingScaleTask
436,"<b>Bild</b> von: Der Sonne, wie sie am Horizont untergeht",Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,11,2,6,1,Ich verstehe den Satz nicht nicht.,3,visual,5,1562673243157,keine Vorstellung,English,23,7,,Abitur,"Stellen Sie sich das folgende <b>Bild</b> vor und betrachten Sie sorgfältig die entstehende <b>visuelle Vorstellung</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,6,8242,5,German,German,weiblich,5,1562672587733,10.923733333333333,no,6,6,ratingScaleTask
436,<b>Bewegung</b>: Einen Kreis auf ein Blatt Papier malen,Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,24,2,6,1,Ich verstehe den Satz nicht nicht.,3,motor,5,1562673243157,keine Vorstellung,English,23,4,,Abitur,"Stellen Sie sich vor, das Folgende <b>zu tun</b> und betrachten Sie sorgfältig die entstehende Vorstellung, wie sich Ihre <b>Körperteile bewegen und anfühlen</b>, um das Beschriebene <b>auszuführen</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,6,8632,5,German,German,weiblich,6,1562672587733,10.923733333333333,no,6,6,ratingScaleTask
436,<b>Geschmack</b> von: Marmelade,Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,30,2,6,1,Ich verstehe den Satz nicht nicht.,3,gustatory,5,1562673243157,keine Vorstellung,English,23,2,,Abitur,"Stellen Sie sich den folgenden <b>Geschmack</b> vor und betrachten Sie sorgfältig die entstehende <b>geschmackliche Vorstellung</b>.<br />Bewerten Sie, wie lebhaft Sie sich den Folgenden vorstellen können:",5,6,6697,5,German,German,weiblich,7,1562672587733,10.923733333333333,no,6,6,ratingScaleTask
436,<b>Klang</b>: Eines hupenden Autos,Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,13,2,6,1,Ich verstehe den Satz nicht nicht.,3,auditory,5,1562673243157,keine Vorstellung,English,23,6,,Abitur,"Stellen Sie sich den folgenden <b>Klang</b> vor und betrachten Sie sorgfältig die entstehende <b>auditive Impression</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,6,8634,5,German,German,weiblich,8,1562672587733,10.923733333333333,no,6,6,ratingScaleTask
436,<b>Geruch</b> von: Frischer Farbe,Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,35,2,6,1,Ich verstehe den Satz nicht nicht.,3,olfactory,5,1562673243157,keine Vorstellung,English,23,2,,Abitur,"Stellen Sie sich den folgenden <b>Geruch</b> vor und betrachten Sie sorgfältig die entstehende <b>Geruchsvorstellung</b>.<br />Bewerten Sie, wie lebhaft Sie sich den Folgenden vorstellen können:",5,6,10906,5,German,German,weiblich,9,1562672587733,10.923733333333333,no,6,6,ratingScaleTask
436,<b>Bewegung</b>: Eine Treppe hoch rennen,Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,22,2,6,1,Ich verstehe den Satz nicht nicht.,3,motor,5,1562673243157,keine Vorstellung,English,23,3,,Abitur,"Stellen Sie sich vor, das Folgende <b>zu tun</b> und betrachten Sie sorgfältig die entstehende Vorstellung, wie sich Ihre <b>Körperteile bewegen und anfühlen</b>, um das Beschriebene <b>auszuführen</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,6,6567,5,German,German,weiblich,10,1562672587733,10.923733333333333,no,6,6,ratingScaleTask
436,<b>Geschmack</b> von: Salz,Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,27,2,6,1,Ich verstehe den Satz nicht nicht.,3,gustatory,5,1562673243157,keine Vorstellung,English,23,6,,Abitur,"Stellen Sie sich den folgenden <b>Geschmack</b> vor und betrachten Sie sorgfältig die entstehende <b>geschmackliche Vorstellung</b>.<br />Bewerten Sie, wie lebhaft Sie sich den Folgenden vorstellen können:",5,6,7798,5,German,German,weiblich,11,1562672587733,10.923733333333333,no,6,6,ratingScaleTask
436,"<b>Aussehen</b> von seiner/ihrer: Genauen Kontur des Gesichtes, Kopf, Schultern und Körper",Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,7,2,6,1,Ich verstehe den Satz nicht nicht.,3,visual,5,1562673243157,keine Vorstellung,English,23,5,,Abitur,"Denken Sie an eine*n Verwandte*n oder eine*n Freund*in, den/die Sie regelmäßig <b>sehen</b>, und betrachten Sie sorgfältig die entstehende <b>visuelle Vorstellung</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,6,128427,5,German,German,weiblich,12,1562672587733,10.923733333333333,no,6,6,ratingScaleTask
436,<b>Gefühl</b> von: Schläfrigkeit,Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,40,2,6,1,Ich verstehe den Satz nicht nicht.,3,organic,5,1562673243157,keine Vorstellung,English,23,7,,Abitur,"Stellen Sie sich das folgende <b>Gefühl</b> vor und begutachten Sie die genaue <b>Impression dieses Gefühles</b>, welches in Ihre Gedanken dazu kommt.<br />Bewerten Sie, wie lebhaft Sie sich das Folgende vorstellen können:",5,6,4947,5,German,German,weiblich,13,1562672587733,10.923733333333333,no,6,6,ratingScaleTask
436,<b>Gefühl</b> von: Ermüdung,Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,37,2,6,1,Ich verstehe den Satz nicht nicht.,3,organic,5,1562673243157,keine Vorstellung,English,23,6,,Abitur,"Stellen Sie sich das folgende <b>Gefühl</b> vor und begutachten Sie die genaue <b>Impression dieses Gefühles</b>, welches in Ihre Gedanken dazu kommt.<br />Bewerten Sie, wie lebhaft Sie sich das Folgende vorstellen können:",5,6,6973,5,German,German,weiblich,14,1562672587733,10.923733333333333,no,6,6,ratingScaleTask
436,<b>Gefühl</b> vom: Piksen einer Stecknadel,Tue Jul 09 2019 13:43:07 GMT+0200 (Mitteleuropäische Sommerzeit),72,4,eine perfekt klare Vorstellung,6,20,2,6,1,Ich verstehe den Satz nicht nicht.,3,tactile,5,1562673243157,keine Vorstellung,English,23,6,,Abitur,"Stellen Sie sich das <b>Gefühl</b> des Folgenden <b>auf der Haut</b> vor und betrachten Sie sorgfältig die entstehende <b>taktile (fühlbare) Vorstellung</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,6,14093,5,German,German,weiblich,15,1562672587733,10.923733333333333,no,6,6,ratingScaleTask
