submission_id,question,startDate,experiment_id,listening_foreign,optionRight,writing_native,id,listening_time,reading_native,speaking_time,button_under,reading_time,type,reading_foreign,endTime,optionLeft,foreign_language,age,response,comments,education,QUD,listening_native,speaking_native,RT,speaking_foreign,native_language,language,gender,trial_number,startTime,timeSpent,foreign_dominance,learning_time,writing_foreign,trial_name
590,<b>Klang / Geräusch</b> von: Auf die Straße fallender Regen,Sat Jul 13 2019 02:53:38 GMT+0200 (CEST),72,6,eine perfekt klare Vorstellung,7,1,4,6,2,Ich verstehe den Satz nicht nicht.,5,auditory,7,1562979717760,keine Vorstellung,English,17,6,,other,"Stellen Sie sich den folgenden <b>Klang</b> bzw. das folgende <b>Geräusch</b> vor und betrachten Sie sorgfältig die entstehende <b>auditive Vorstellung</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,5,20117,5,German,German,weiblich,1,1562979218888,8.314533333333333,no,5,4,ratingScaleTrial_ger
590,"<b>Gefühl</b>: das Sie hatten, wenn die Schulklingel läutete",Sat Jul 13 2019 02:53:38 GMT+0200 (CEST),72,6,eine perfekt klare Vorstellung,7,6,4,6,2,Ich verstehe den Satz nicht nicht.,5,organic,7,1562979717760,keine Vorstellung,English,17,7,,other,"Stellen Sie sich das folgende <b>Gefühl</b> vor und begutachten Sie genau die <b>Vorstellung, welche in Ihre Gedanken dazu entsteht</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,5,10458,5,German,German,weiblich,2,1562979218888,8.314533333333333,no,5,4,ratingScaleTrial_ger
590,<b>Geschmack</b> von: Erdbeeren,Sat Jul 13 2019 02:53:38 GMT+0200 (CEST),72,6,eine perfekt klare Vorstellung,7,4,4,6,2,Ich verstehe den Satz nicht nicht.,5,gustatory,7,1562979717760,keine Vorstellung,English,17,6,,other,"Stellen Sie sich den folgenden <b>Geschmack</b> vor und betrachten Sie sorgfältig die entstehende <b>geschmackliche Vorstellung</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,5,16989,5,German,German,weiblich,3,1562979218888,8.314533333333333,no,5,4,ratingScaleTrial_ger
590,<b>Gefühl</b>: Das Kitzeln einer Fliege auf der Haut,Sat Jul 13 2019 02:53:38 GMT+0200 (CEST),72,6,eine perfekt klare Vorstellung,7,2,4,6,2,Ich verstehe den Satz nicht nicht.,5,tactile,7,1562979717760,keine Vorstellung,English,17,3,,other,"Stellen Sie sich das <b>Gefühl</b> oder die <b>Berührung</b> des Folgenden vor und betrachten Sie sorgfältig die entstehende <b>taktile (fühlbare) Vorstellung</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,5,4524,5,German,German,weiblich,4,1562979218888,8.314533333333333,no,5,4,ratingScaleTrial_ger
590,<b>Geruch</b> von: frisch gebrühtem Kaffee,Sat Jul 13 2019 02:53:38 GMT+0200 (CEST),72,6,eine perfekt klare Vorstellung,7,5,4,6,2,Ich verstehe den Satz nicht nicht.,5,olfactory,7,1562979717760,keine Vorstellung,English,17,1,,other,"Stellen Sie sich den folgenden <b>Geruch</b> vor und betrachten Sie sorgfältig die entstehende <b>Geruchsvorstellung</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,5,3766,5,German,German,weiblich,5,1562979218888,8.314533333333333,no,5,4,ratingScaleTrial_ger
590,<b>Bewegung</b>: Das Hinsetzen auf einen Stuhl,Sat Jul 13 2019 02:53:38 GMT+0200 (CEST),72,6,eine perfekt klare Vorstellung,7,3,4,6,2,Ich verstehe den Satz nicht nicht.,5,motor,7,1562979717760,keine Vorstellung,English,17,7,,other,"Stellen Sie sich vor, das Folgende <b>zu tun</b> und betrachten Sie sorgfältig die entstehende Vorstellung, wie sich Ihre <b>Körperteile bewegen und anfühlen</b>, um das Beschriebene <b>auszuführen</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,5,13747,5,German,German,weiblich,6,1562979218888,8.314533333333333,no,5,4,ratingScaleTrial_ger
590,"<b>Bild</b>: Eines Balls, der auf und ab hüpft",Sat Jul 13 2019 02:53:38 GMT+0200 (CEST),72,6,eine perfekt klare Vorstellung,7,0,4,6,2,Ich verstehe den Satz nicht nicht.,5,visual,7,1562979717760,keine Vorstellung,English,17,7,,other,"Stellen Sie sich das folgende <b>Bild</b> vor und betrachten Sie sorgfältig die entstehende <b>visuelle Vorstellung</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,5,11568,5,German,German,weiblich,7,1562979218888,8.314533333333333,no,5,4,ratingScaleTrial_ger
590,<b>Klang</b>: Des Miauens einer Katze,Sat Jul 13 2019 02:53:38 GMT+0200 (CEST),72,6,eine perfekt klare Vorstellung,7,14,4,6,2,Ich verstehe den Satz nicht nicht.,5,auditory,7,1562979717760,keine Vorstellung,English,17,5,,other,"Stellen Sie sich den folgenden <b>Klang</b> vor und betrachten Sie sorgfältig die entstehende <b>auditive Impression</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,5,10405,5,German,German,weiblich,1,1562979218888,8.314533333333333,no,5,4,ratingScaleTask
590,<b>Klang</b>: des Klatschens von Händen beim Applaudieren,Sat Jul 13 2019 02:53:38 GMT+0200 (CEST),72,6,eine perfekt klare Vorstellung,7,16,4,6,2,Ich verstehe den Satz nicht nicht.,5,auditory,7,1562979717760,keine Vorstellung,English,17,7,,other,"Stellen Sie sich den folgenden <b>Klang</b> vor und betrachten Sie sorgfältig die entstehende <b>auditive Impression</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,5,3085,5,German,German,weiblich,2,1562979218888,8.314533333333333,no,5,4,ratingScaleTask
590,"<b>Bild</b> von: Seinem/Ihrem Gang, wie er/sie läuft, wie lang seine/ihre Schritte sind, etc.",Sat Jul 13 2019 02:53:38 GMT+0200 (CEST),72,6,eine perfekt klare Vorstellung,7,9,4,6,2,Ich verstehe den Satz nicht nicht.,5,visual,7,1562979717760,keine Vorstellung,English,17,7,,other,"Denken Sie an eine*n Verwandte*n oder eine*n Freund*in, den/die Sie regelmäßig <b>sehen</b>, und betrachten Sie sorgfältig die entstehende <b>visuelle Vorstellung</b>.<br />Bewerten Sie, wie lebhaft Sie sich Folgendes vorstellen können:",5,5,19556,5,German,German,weiblich,3,1562979218888,8.314533333333333,no,5,4,ratingScaleTask
